show_id,listed_in,Animation,Family,Comedy,Musical,Docuseries,Historical,Music,Biographical,Documentary,Action-Adventure,Superhero,Reality,Survival,Animals & Nature,Kids,Coming of Age,Drama,Fantasy,Lifestyle,Movies,Fantasy,Concert Film,Crime,Sports,Anthology,Medical,Variety,Spy/Espionage,Buddy,Parody,Game Show / Competition,Romance,Anime,Romantic Comedy,Thriller,Police/Cop,Talk Show,Western,Dance,Series,Mystery,Soap Opera / Melodrama,Disaster,Travel
d-s885,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s886,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s887,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s888,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s889,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s890,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s891,"Buddy, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s892,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s893,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s894,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s895,"Comedy, Family, Science Fiction",,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s896,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s898,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s899,"Biographical, Documentary",,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s900,"Drama, Parody, Science Fiction",,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,
d-s901,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s902,"Action-Adventure, Documentary, Sports",,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s903,"Anthology, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s904,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s905,"Coming of Age, Drama, Sports",,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s906,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s907,"Buddy, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s908,"Action-Adventure, Animation, Fantasy",1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s909,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s911,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s912,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s913,"Drama, Mystery",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
d-s914,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s915,"Comedy, Coming of Age, Family",,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s916,"Coming of Age, Sports",,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s917,"Coming of Age, Sports",,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s918,"Comedy, Coming of Age, Family",,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s919,"Comedy, Coming of Age, Family",,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s920,"Animation, Comedy, Kids",1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s921,"Coming of Age, Dance, Drama",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,
d-s922,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s923,"Animation, Family, Music",1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s924,"Animals & Nature, Docuseries, Survival",,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s925,"Animals & Nature, Drama, Family",,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s926,"Animals & Nature, Comedy, Family",,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s927,"Action-Adventure, Comedy, Coming of Age",,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s928,"Action-Adventure, Comedy, Fantasy",,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s929,"Action-Adventure, Fantasy",,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s930,"Animation, Kids",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s931,"Comedy, Coming of Age, Kids",,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s932,"Concert Film, Documentary, Music",,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
d-s933,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s934,"Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s935,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s936,"Comedy, Family",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s937,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s938,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s939,"Comedy, Family, Romantic Comedy",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
d-s940,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s941,"Coming of Age, Musical, Romance",,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
d-s942,"Coming of Age, Musical",,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s943,"Coming of Age, Family, Musical",,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s944,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s945,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s946,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s947,"Comedy, Family, Science Fiction",,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s948,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s949,"Action-Adventure, Comedy, Fantasy",,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s950,"Coming of Age, Drama",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s951,"Animals & Nature, Docuseries, Survival",,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s952,"Animals & Nature, Comedy, Coming of Age",,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s953,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s954,"Action-Adventure, Comedy, Science Fiction",,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s955,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s956,"Animation, Family, Parody",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
d-s957,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s958,"Action-Adventure, Comedy, Coming of Age",,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s959,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s960,"Coming of Age, Drama, Romance",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
d-s961,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s962,"Animation, Coming of Age, Family",1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s964,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s965,"Action-Adventure, Animals & Nature, Documentary",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s966,"Action-Adventure, Animals & Nature, Documentary",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s967,"Biographical, Family, Sports",,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s968,"Comedy, Science Fiction",,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s969,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s970,"Action-Adventure, Animation, Coming of Age",1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s971,"Action-Adventure, Coming of Age, Family",,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s972,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s973,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s974,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s975,"Animals & Nature, Biographical, Documentary",,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s976,"Comedy, Coming of Age, Family",,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s977,"Animals & Nature, Documentary, Medical",,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
d-s978,"Coming of Age, Drama, Sports",,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s979,"Coming of Age, Drama, Sports",,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s980,"Concert Film, Documentary, Music",,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
d-s981,"Action-Adventure, Animals & Nature, Documentary",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s982,"Action-Adventure, Family, Science Fiction",,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s983,"Coming of Age, Dance, Sports",,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,
d-s984,"Action-Adventure, Coming of Age",,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s985,"Comedy, Family",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s986,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s987,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s988,"Action-Adventure, Comedy, Coming of Age",,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s989,"Action-Adventure, Comedy, Coming of Age",,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s990,"Action-Adventure, Animation, Coming of Age",1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s991,"Animals & Nature, Documentary",,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s992,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s993,"Action-Adventure, Animals & Nature, Docuseries",,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s994,"Animation, Buddy, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s995,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s996,"Animation, Comedy, Coming of Age",1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s997,"Animation, Coming of Age, Family",1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s998,"Action-Adventure, Comedy, Coming of Age",,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s999,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1000,"Animation, Family, Musical",1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1001,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1002,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1003,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1004,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1005,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1006,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1007,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1008,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1009,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1010,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1011,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1012,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1013,"Coming of Age, Drama, Music",,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1014,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1015,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1016,"Coming of Age, Drama, Music",,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1017,"Animals & Nature, Comedy, Coming of Age",,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1018,"Buddy, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1019,"Comedy, Coming of Age, Fantasy",,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1020,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1021,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1022,"Animation, Comedy, Dance",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
d-s1023,"Comedy, Coming of Age, Kids",,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1024,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1025,"Docuseries, Historical",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1026,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1027,"Comedy, Coming of Age, Fantasy",,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1028,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1029,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1030,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1031,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1032,Documentary,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1033,"Action-Adventure, Animation, Fantasy",1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1034,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1035,"Action-Adventure, Animation, Coming of Age",1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1036,"Action-Adventure, Documentary, Superhero",,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1037,"Documentary, Family",,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1038,"Action-Adventure, Comedy, Science Fiction",,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1039,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1040,"Action-Adventure, Fantasy, Science Fiction",,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1041,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1042,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1043,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1044,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1045,"Action-Adventure, Fantasy, Superhero",,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1046,"Action-Adventure, Comedy, Science Fiction",,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1047,"Action-Adventure, Comedy, Science Fiction",,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1048,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1049,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1050,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1051,"Action-Adventure, Fantasy, Science Fiction",,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1052,"Action-Adventure, Fantasy, Superhero",,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1053,"Action-Adventure, Fantasy, Science Fiction",,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1054,"Action-Adventure, Animation, Fantasy",1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1055,"Action-Adventure, Science Fiction, Spy/Espionage",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
d-s1056,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1057,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1058,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1059,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1060,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1061,"Docuseries, Family",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1062,"Action-Adventure, Science Fiction, Superhero",,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1063,"Action-Adventure, Animation, Buddy",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1064,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1065,"Family, Fantasy, Musical",,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1066,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1067,"Buddy, Comedy",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1068,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1069,"Animation, Anthology, Family",1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1070,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1071,"Animation, Kids",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1072,"Family, Variety",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
d-s1073,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1074,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1075,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1076,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1077,"Animation, Anthology, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1078,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1079,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1080,"Animation, Anthology, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1081,"Action-Adventure, Animals & Nature, Family",,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1082,"Animation, Buddy, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1083,"Action-Adventure, Comedy, Science Fiction",,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1085,"Drama, Historical",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1086,"Biographical, Drama, Sports",,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1087,"Action-Adventure, Documentary",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1088,Documentary,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
