show_id,title,recommended_animes
n-s128,A Cinderella Story,"[""Atashin'chi"", 'Mobile Suit Gundam SEED Destiny Special Edition', 'Aria The Animation', 'Aa! Megami-sama!', 'Sky Girls']"
n-s129,Agatha Christie's Crooked House,"['Mobile Suit Gundam SEED Destiny', 'HeatGuy J Special', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen', 'Fushigi Yuugi', 'Ueki no Housoku']"
n-s130,An Unfinished Life,"['Urayasu Tekkin Kazoku', 'Kimi ga Nozomu Eien', 'Elf wo Karu Mono-tachi', 'Robot Carnival', 'Matantei Loki Ragnarok']"
n-s131,Barbie Big City Big Dreams,"['Sousei no Aquarion', 'Tonari no Totoro', 'Bakuten Shoot Beyblade G Revolution', 'Stop!! Hibari-kun!', 'Aa! Megami-sama! (TV)']"
n-s132,Blade Runner: The Final Cut,"['Initial D Extra Stage', 'Full Metal Panic!', 'Doraemon Movie 07: Nobita to Tetsujin Heidan', 'Shin Getter Robo tai Neo Getter Robo', 'Gaiking: Legend of Daiku-Maryu']"
n-s133,Brave Animated Series,"['Shin Getter Robo tai Neo Getter Robo', 'Little Nemo', 'Doraemon Movie 07: Nobita to Tetsujin Heidan', 'Lupin III: Part III', 'Hunter x Hunter: Yorkshin City Kanketsu-hen']"
n-s134,Chappie,"['Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'YAT Anshin! Uchuu Ryokou 2', 'Riding Bean', 'Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi', 'Ginga Eiyuu Densetsu Gaiden (1999)']"
n-s135,Clear and Present Danger,"['Usavich II', 'Suzuka', 'Muteki Koujin Daitarn 3', 'Kakutou Bijin Wulong: Rebirth', 'Detective Conan Movie 01: The Timed Skyscraper']"
n-s136,Cliffhanger,"['Jungle no Ouja Taa-chan', 'Future GPX Cyber Formula Zero', 'Witch Hunter Robin', 'Doraemon Movie 04: Nobita no Kaitei Kiganjou', 'Detective Conan Movie 10: Requiem of the Detectives']"
n-s137,Cold Mountain,"['Lodoss-tou Senki', 'Pokemon Advanced Generation', 'Elf wo Karu Mono-tachi', 'JoJo no Kimyou na Bouken: Adventure', 'Urayasu Tekkin Kazoku']"
n-s138,Crocodile Dundee in Los Angeles,"[""Bakusou Kyoudai Let's & Go WGP"", 'Code Geass: Hangyaku no Lelouch Recaps', 'Doraemon Movie 13: Nobita to Kumo no Oukoku', 'Hime-chan no Ribbon', 'Initial D Extra Stage']"
n-s139,Dear John,"['Hayate no Gotoku!', 'Shin Getter Robo tai Neo Getter Robo', 'Lodoss-tou Senki', 'Kiba', 'Ojamajo Doremi Sharp']"
n-s140,Do the Right Thing,"['Shinreigari', 'Dirty Pair', 'Bamboo Blade', 'Nanatsu no Umi no Tico', 'Nana']"
n-s141,"El patrón, radiografía de un crimen","['Lodoss-tou Senki', 'Kenran Butou Sai: The Mars Daybreak', 'Blue Gender', 'Lupin III: Nusumareta Lupin', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']"
n-s142,Extraction,"['Usavich II', 'Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone', 'Street Fighter II Movie', 'Slam Dunk (Movie)', 'Masuda Kousuke Gekijou Gag Manga Biyori 2']"
n-s143,Freedom Writers,"['Seikai no Monshou', 'Aria The Animation', 'Taiho Shichau zo Special', 'Doraemon Movie 23: Nobita to Robot Kingdom', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen']"
n-s144,Green Lantern,"['Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!', 'Detective Conan Movie 02: The Fourteenth Target', 'Hokuto no Ken: Raoh Gaiden Gekitou-hen', 'Moonlight Mile 2nd Season: Touch Down', 'Soul Eater']"
n-s145,House Party,"['Mushrambo', 'JoJo no Kimyou na Bouken: Adventure', 'Appleseed (Movie)', 'Blood+', 'Kamichu!']"
n-s146,House Party 2,"['Dash! Kappei', 'Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi', 'Yami no Matsuei', 'Saint Seiya: Meiou Hades Juuni Kyuu-hen', 'Vandread']"
n-s147,House Party 3,"['SF Saiyuuki Starzinger', 'Sakigake!! Cromartie Koukou', 'Mobile Suit Gundam', 'Lupin III: Moeyo Zantetsuken!', 'Aa! Megami-sama! Movie']"
n-s148,How to Be a Cowboy,"['Yuusha-Ou GaoGaiGar Final', 'Glass no Kamen (2005)', 'Yawara! Special: Zutto Kimi no Koto ga... .', 'Shin Captain Tsubasa', 'Uchuu Senkan Yamato III']"
n-s149,HQ Barbers,"['The Cockpit', 'Yawara! Special: Zutto Kimi no Koto ga... .', 'Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi', 'Chicchana Yukitsukai Sugar Specials', 'Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars']"
n-s150,I Got the Hook Up,"['Detective Conan Movie 10: Requiem of the Detectives', 'Jungle no Ouja Taa-chan', 'Code Geass: Hangyaku no Lelouch R2', 'NHK ni Youkoso!', 'Iria: Zeiram The Animation']"
n-s151,In Too Deep,"['Gaiking: Legend of Daiku-Maryu', 'Ultra Maniac', 'Detective Conan Movie 10: Requiem of the Detectives', 'Cardcaptor Sakura', 'Boku no Chikyuu wo Mamotte']"
n-s152,Initial D,"['Yomigaeru Sora: Rescue Wings', 'Blood+', 'Futari wa Precure: Splash☆Star', 'Digimon Adventure', 'Detroit Metal City']"
n-s153,Janoskians: Untold and Untrue,"['Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', ""Bakusou Kyoudai Let's & Go WGP"", 'Takarajima', 'Detective Conan Movie 11: Jolly Roger in the Deep Azure']"
n-s154,Kid-E-Cats,"['Ginga Sengoku Gunyuuden Rai', 'School Rumble Ni Gakki', 'Mai-Otome', 'Pokemon Movie 08: Mew to Hadou no Yuusha Lucario', 'IGPX: Immortal Grand Prix (2005)']"
n-s155,Kuroko's Basketball,"['Koi Kaze', 'Princess Sara', 'Paniponi Dash!', 'Tongari Boushi no Memole', 'Hana yori Dango']"
n-s156,Labyrinth,"['Mobile Suit Gundam SEED C.E.73: Stargazer', 'Detective Conan Movie 11: Jolly Roger in the Deep Azure', 'D.C.II S.S.: Da Capo II Second Season', 'Witch Hunter Robin', 'Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen']"
n-s157,Letters to Juliet,"['Hayate no Gotoku!', 'Kimi ga Nozomu Eien', 'Irregular Hunter X: The Day of Sigma', 'X', 'Macross Plus']"
n-s158,Level 16,"['xxxHOLiC', 'Taiho Shichau zo Special', 'Doraemon Movie 23: Nobita to Robot Kingdom', ""Doraemon: Nobita's the Night Before a Wedding"", 'Aria The Animation']"
n-s159,Love Don't Cost a Thing,"['Stop!! Hibari-kun!', 'Hajime no Ippo: Champion Road', 'Saiunkoku Monogatari', 'Kyoushoku Soukou Guyver II', 'Shigofumi']"
n-s160,Love in a Puff,"['Ookiku Furikabutte: Kihon no Kihon', 'Night Walker: Mayonaka no Tantei', 'Ninja Senshi Tobikage', 'Tottemo! Luckyman', 'Dokidoki♡Densetsu: Mahoujin Guruguru']"
n-s161,Major Dad,"['Tenchi Muyou! Manatsu no Eve', 'Slayers Special', 'Touch: Cross Road - Kaze no Yukue', 'Mobile Suit Gundam', 'Zone of the Enders: Dolores, I']"
n-s162,Mars Attacks!,"['Bokura no', 'Gakuen Alice', 'PopoloCrois', 'Scrapped Princess', 'Daicon Opening Animations']"
n-s163,Marshall,"['Ikoku Irokoi Romantan', 'Strawberry Panic', 'Mokke', 'Baccano! Specials', 'Shinreigari']"
n-s164,My Boss's Daughter,"['JoJo no Kimyou na Bouken: Adventure', 'Kure-nai', 'Matantei Loki Ragnarok', 'Virtua Fighter', 'Spiral: Suiri no Kizuna']"
n-s165,Mystery Men,"['Oniisama e...', 'Gake no Ue no Ponyo', 'Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou', ""Sketchbook: Full Color's"", 'Lupin III: Episode 0 ""First Contact""']"
n-s166,Oldsters,"['Boku no Chikyuu wo Mamotte', 'Takarajima', 'Shin Getter Robo tai Neo Getter Robo', 'Little Nemo', 'Ojamajo Doremi Sharp']"
n-s167,Once Upon a Time in America,"['Ganbarist! Shun', 'Blue Gender', 'MÄR', 'Boku no Chikyuu wo Mamotte', 'Kanojo to Kanojo no Neko']"
n-s168,Open Season 2,"['Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""', 'UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku', 'Galaxy Angel Z', 'Ginga Tetsudou no Yoru', 'Mobile Suit Gundam']"
n-s169,Osmosis Jones,"[""Bakusou Kyoudai Let's & Go WGP"", 'Touch: Cross Road - Kaze no Yukue', 'Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Future GPX Cyber Formula Zero']"
n-s170,Poseidon,"['Bokura no', 'Nasu: Andalusia no Natsu', 'Daicon Opening Animations', 'Touhai Densetsu Akagi: Yami ni Maiorita Tensai', 'Kimagure Orange☆Road: Ano Hi ni Kaeritai']"
n-s171,Rhyme & Reason,"['Mobile Suit Gundam 00', 'Ginga Tetsudou Monogatari', 'Tenchi Muyou! in Love', 'Doraemon Movie 10: Nobita no Nippon Tanjou', 'Futari wa Precure: Splash☆Star']"
n-s172,Same Kind of Different as Me,"['Kure-nai', 'Jigoku Shoujo Mitsuganae', 'Digimon Adventure: Bokura no War Game!', 'Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai']"
n-s173,School of Rock,"['Zoids Genesis', 'Taiho Shichau zo Special', 'Dash! Kappei', 'Loveless', 'Seirei no Moribito']"
n-s174,Snervous Tyler Oakley,"['Gokujou Seitokai', 'Chobits: Chibits', 'School Rumble: Ichi Gakki Hoshuu', 'Musekinin Kanchou Tylor', 'Densetsu Kyojin Ideon']"
n-s175,Tears of the Sun,"['Keroro Gunsou Movie 1', 'Mobile Fighter G Gundam', 'Hello! Sandybell', 'Daicon Opening Animations', 'Ai no Wakakusa Monogatari']"
n-s176,The Blue Lagoon,"['Nasu: Andalusia no Natsu', 'Sky Girls', 'Junjou Romantica', 'Macross: Do You Remember Love?', 'Akira']"
n-s177,The Golden Child,"['Yomigaeru Sora: Rescue Wings', 'Ginga Tetsudou 999', 'Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari', 'Hellsing Ultimate', 'Ai Yori Aoshi']"
n-s178,The Guns of Navarone,"['Uchuu no Kishi Tekkaman Blade', 'Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi', 'Kamikaze Kaitou Jeanne', 'Ai no Wakakusa Monogatari', 'Keroro Gunsou Movie 1']"
n-s179,The Interview,"['Mobile Fighter G Gundam', 'Muteki Choujin Zanbot 3', 'Suzuka', 'Lupin III: Kutabare! Nostradamus', 'Ganbarist! Shun']"
n-s180,The Nutty Professor,"['Mushrambo', 'Taiho Shichau zo Special', 'Dash! Kappei', 'Ikoku Irokoi Romantan', 'Fullmetal Alchemist']"
n-s181,The Nutty Professor II: The Klumps,"['City Hunter: Ai to Shukumei no Magnum', 'Heppoko Jikken Animation Excel♥Saga', 'Planetes', 'Kure-nai', 'Ohoshi-sama no Rail']"
n-s182,Turning Point: 9/11 and the War on Terror,"['Serial Experiments Lain', 'Keroro Gunsou', 'Tokimeki Tonight', 'Ojamajo Doremi Sharp Movie', 'Tekkon Kinkreet']"
n-s183,Welcome Home Roscoe Jenkins,"['Tenchi Muyou! Ryououki 3rd Season', 'Uchuu Senkan Yamato 2', 'Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu', 'Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!', 'Space Adventure Cobra']"
n-s184,In the Line of Fire,"['Cardcaptor Sakura Movie 1', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Fuujin Monogatari', 'Planetes', 'Seikai no Senki III']"
n-s185,Sparking Joy,"['One Piece: Yume no Soccer Ou!', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Fuyu no Semi', 'Ginban Kaleidoscope', ""B'T X Neo""]"
n-s186,Untold: Crime & Penalties,"['Switch', 'Glass no Kamen (2005)', 'Kaze no Youjinbou', 'Giant Gorg', 'Tenchi Muyou!']"
n-s187,Hometown Cha-Cha-Cha,"['Maria-sama ga Miteru', 'Zero no Tsukaima: Princesses no Rondo', 'Nanatsu no Umi no Tico', 'Inukami!', 'Vampire Hunter D (2000)']"
n-s188,The Ingenuity of the Househusband,"['Jigoku Shoujo Mitsuganae', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ushiro no Shoumen Daare']"
n-s189,2 Alone in Paris,"['Bubblegum Crisis', 'Gaiking: Legend of Daiku-Maryu', 'Detective Conan Movie 10: Requiem of the Detectives', 'Ginga Eiyuu Densetsu Gaiden', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori']"
n-s190,Bread Barbershop,"['Stratos 4 Advance Kanketsu-hen', 'Black Cat', ""Bakusou Kyoudai Let's & Go WGP"", 'Tenshi na Konamaiki', 'Maria-sama ga Miteru']"
n-s191,Thimmarusu,"['Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Ultra Maniac', 'Blue Gender', 'Bakumatsu Kikansetsu Irohanihoheto', 'Kenran Butou Sai: The Mars Daybreak']"
n-s192,Wind River,"['Usavich II', 'Suzuka', 'Doraemon Movie 17: Nobita to Ginga Express', 'Ai Yori Aoshi', 'Azumanga Daioh: Gekijou Tanpen']"
n-s193,C Kkompany,"['Boku no Chikyuu wo Mamotte', 'Mobile Suit Gundam 0083: Stardust Memory', 'Bishoujo Senshi Sailor Moon S', 'Majin Tantei Nougami Neuro', 'Shin Getter Robo tai Neo Getter Robo']"
n-s194,D.P.,"['Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin', 'Chicchana Yukitsukai Sugar Specials', 'Masuda Kousuke Gekijou Gag Manga Biyori 2', 'Lodoss-tou Senki', 'Nodame Cantabile: Nodame to Chiaki no Umi Monogatari']"
n-s195,Deadly Sins,"['Lodoss-tou Senki', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Lupin III: Nusumareta Lupin', 'Vandread']"
n-s196,EMI: Liya Hai To Chukana Padega,"['Doraemon Movie 12: Nobita no Dorabian Nights', 'Iria: Zeiram The Animation', 'Tenkuu no Shiro Laputa', 'Aoki Ryuusei SPT Layzner', 'Shakugan no Shana II (Second) Specials']"
n-s197,He's All That,"['Taiho Shichau zo: Full Throttle', 'Vampire Knight', 'Utawarerumono Specials', 'Aria The Animation', 'Hachimitsu to Clover Specials']"
n-s198,I Heart Arlo,"['Galaxy Angel 3', 'Sousei no Aquarion', 'Tenchi Muyou! in Love 2: Haruka Naru Omoi', 'Ginga Tetsudou no Yoru', 'Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen']"
n-s199,King of Boys: The Return of the King,"['Dirty Pair', 'InuYasha (TV)', 'Kurogane no Linebarrels', 'Metropolis', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']"
n-s200,Koi Aap Sa,"['Bouken Ou Beet', 'Dash! Kappei', 'Shigofumi', 's.CRY.ed', 'Karin']"
n-s201,Krishna Cottage,"['Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'School Rumble: Ichi Gakki Hoshuu', 'Hime-chan no Ribbon', 'Kure-nai', 'Hayate no Gotoku!']"
n-s202,Kucch To Hai,"['Taiho Shichau zo Special', 'Zoids Genesis', 'Lupin III: Part II', 'Wangan Midnight', 'Ai Yori Aoshi']"
n-s203,Kyaa Kool Hai Hum,"['Dragon Ball', 'Hanbun no Tsuki ga Noboru Sora', 'Karin', 'Aria The Animation', 'Rekka no Honoo']"
n-s204,Kyaa Kool Hain Hum 3,"['Utawarerumono Specials', 'Zone of the Enders: Dolores, I', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Kiba', 'JoJo no Kimyou na Bouken: Adventure']"
n-s205,Kyaa Super Kool Hain Hum,"['Utawarerumono Specials', 'Ichigo Mashimaro', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Haibane Renmei', 'Tokimeki Memorial: Only Love']"
n-s206,Kyo Kii... Main Jhuth Nahin Bolta,"['Lupin III: Nusumareta Lupin', 'Mushrambo', 'Taiho Shichau zo Special', 'Galaxy Angel Music Collection: Shouen to Shien no Cassoulet', 'Saiunkoku Monogatari Recaps']"
n-s207,"LSD: Love, Sex Aur Dhokha","['Musekinin Kanchou Tylor', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Hunter x Hunter', 'Doraemon Movie 23: Nobita to Robot Kingdom']"
n-s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,"['Chicchana Yukitsukai Sugar Specials', 'Slayers Return', 'Junkers Come Here', 'Code Geass: Hangyaku no Lelouch Recaps', 'Maison Ikkoku: Kanketsu-hen']"
n-s209,Once Upon a Time in Mumbaai,"['Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Cowboy Bebop: Tengoku no Tobira', 'Street Fighter II Movie', 'Slayers Return', 'Boku no Chikyuu wo Mamotte']"
n-s210,Once Upon a Time in Mumbai Dobaara!,"['Jigoku Shoujo', 'One Piece: Straw Hat Theater', 'Tenchi Muyou! Ryououki 3rd Season', 'Maria-sama ga Miteru: Haru', 'CLAMP in Wonderland 2']"
n-s211,Ragini MMS,"['Suzuka', 'Fushigi Yuugi', 'Ai Yori Aoshi', 'Doraemon Movie 17: Nobita to Ginga Express', 'Shin Chou Kyou Ryo: Condor Hero II']"
n-s212,Ragini MMS 2,"['Strike Witches', 'Jigoku Shoujo', 'Nagasarete Airantou', 'Code Geass: Hangyaku no Lelouch Recaps', 'Saiyuuki Reload Gunlock']"
n-s213,Rebellion,"['Minami-ke', 'Kanojo to Kanojo no Neko', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Junjou Romantica']"
n-s214,RIDE ON TIME,"['Dr. Slump', 'Kiddy Grade', 'Utawarerumono Specials', 'Minami-ke Okawari', 'JoJo no Kimyou na Bouken']"
n-s215,SAS: Rise of the Black Swan,"['X', 'Lodoss-tou Senki', 'Bubblegum Crisis', 'Gokusen', 'Starship Operators']"
n-s216,Shootout at Lokhandwala,"['Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai', 'Futari wa Precure: Max Heart', 'Kaitou Saint Tail', 'CLAMP in Wonderland 2', 'Space Adventure Cobra']"
n-s217,Shor In the City,"['Tsukuyomi: Moon Phase', 'Kyou kara Maou!', 'Kamichu!', 'Jungle no Ouja Taa-chan', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']"
n-s218,The Dirty Picture,"['Kiba', 'Hachimitsu to Clover Specials', 'Sky Girls', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Gunnm']"
n-s219,Titletown High,"['Tonari no Totoro', 'Hayate no Gotoku!', 'Jungle wa Itsumo Hare nochi Guu', 'Omoide Poroporo', 'Grappler Baki (TV)']"
n-s220,EDENS ZERO,"['Vandread: The Second Stage', 'Ihatov Gensou: Kenji no Haru', ""Wolf's Rain OVA"", 'Hunter x Hunter: Greed Island', 'Detective Conan Movie 05: Countdown to Heaven']"
n-s221,Family Reunion,"['Doraemon Movie 13: Nobita to Kumo no Oukoku', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Sousei no Aquarion', 'Muteki Kanban Musume']"
n-s222,"Bob Ross: Happy Accidents, Betrayal & Greed","['Kaze no Stigma', 'Densetsu Kyojin Ideon', 'Rockman.EXE Stream', 'Lodoss-tou Senki', 'Mnemosyne: Mnemosyne no Musume-tachi']"
n-s223,Clickbait,"['Galaxy Angel 3', 'Fushigi Yuugi', 'JoJo no Kimyou na Bouken: Adventure', 'Vampire Hunter D', 'Shippuu! Iron Leaguer']"
n-s224,John of God: The Crimes of a Spiritual Healer,"['Digimon Frontier', 'Yu☆Gi☆Oh! Duel Monsters', 'Ranma ½: Yomigaeru Kioku', 'Sekai Meisaku Douwa: Hakuchou no Mizuumi', 'Nanatsu no Umi no Tico']"
n-s225,Motel Makeover,"['Gunslinger Girl', 'Stratos 4 Advance Kanketsu-hen', 'Dokidoki♡Densetsu: Mahoujin Guruguru', 'Mai-Otome', 'Rockman.EXE Stream']"
n-s226,Open Your Eyes,"['Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!', 'Lupin III: Part II', 'Dirty Pair: The Movie', 'Honoo no Toukyuuji: Dodge Danpei', 'YAT Anshin! Uchuu Ryokou 2']"
n-s227,Post Mortem: No One Dies in Skarnes,"['Kimi ga Nozomu Eien', 'Lost Universe', 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'Robot Carnival', 'HeatGuy J Special']"
n-s228,Really Love,"['Aria The Animation', 'Ikoku Irokoi Romantan', 'Patalliro!', 'Galaxy Angel 3 Specials', 'Lodoss-tou Senki']"
n-s229,The November Man,"['Sentou Mecha Xabungle', 'Gyakkyou Burai Kaiji: Ultimate Survivor', 'Shin Getter Robo tai Neo Getter Robo', 'Boku no Chikyuu wo Mamotte', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']"
n-s230,The Old Ways,"['Mobile Suit Gundam SEED C.E.73: Stargazer', 'Dragon Ball', 'Ai Yori Aoshi', 'Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu', 'Kaze no Youjinbou']"
n-s231,The River Runner,"['Ginga Tetsudou 999', 'One Piece Movie 4: Dead End no Bouken', 'Darker than Black: Kuro no Keiyakusha', 'Saint Seiya: Meiou Hades Elysion-hen', 'Lupin III: Honoo no Kioku - Tokyo Crisis']"
n-s232,The Water Man,"['Hello! Sandybell', 'Azumanga Daioh: Gekijou Tanpen', 'JoJo no Kimyou na Bouken: Adventure', 'Cheonnyeon-yeowoo Yeowoobi', 'RahXephon: Tagen Hensoukyoku']"
n-s233,Wheel of Fortune,"['Tetsuwan Atom', 'Yuu☆Yuu☆Hakusho', 'Final Fantasy VII: Last Order', 'Dirty Pair: Lovely Angels yori Ai wo Komete', 'Kurau Phantom Memory']"
n-s234,Count Me In,"['Mobile Suit Gundam 00', 'Ichigo Mashimaro', 'Bakuten Shoot Beyblade G Revolution', 'Fushigiboshi no☆Futagohime Gyu!', 'Hidamari Sketch']"
n-s235,Oggy Oggy,"['Jigoku Shoujo Mitsuganae', 'Galaxy Angel Z', 'Kenpuu Denki Berserk', 'Miracle☆Girls', 'Rental Magica']"
n-s236,Untold: Caitlyn Jenner,"['Shigofumi', 'Haibane Renmei', 'One Piece Movie 2: Nejimaki-jima no Daibouken', 'Gegege no Kitarou (2007)', 'Digimon Adventure: Bokura no War Game!']"
n-s237,Boomika,"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ai Yori Aoshi', 'Robot Carnival', 'Fushigi Yuugi OVA', 'Lupin III: Part II']"
n-s238,Boomika (Hindi),"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ai Yori Aoshi', 'Robot Carnival', 'Fushigi Yuugi OVA', 'Lupin III: Part II']"
n-s239,Boomika (Malayalam),"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ai Yori Aoshi', 'Robot Carnival', 'Fushigi Yuugi OVA', 'Lupin III: Part II']"
n-s240,Boomika (Telugu),"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Ai Yori Aoshi', 'Robot Carnival', 'Fushigi Yuugi OVA', 'Lupin III: Part II']"
n-s241,The Witcher: Nightmare of the Wolf,"['Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu', 'Kamichu!', 'Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan', 'Fuujin Monogatari', 'Lupin III: Nusumareta Lupin']"
n-s242,Manifest,"['Akira', 'Vandread: The Second Stage', 'Ojamajo Doremi Sharp Movie', 'Busou Renkin', 'Eikoku Koi Monogatari Emma: Molders-hen']"
n-s243,Comedy Premium League,"['Zombie-Loan Specials', 'Nintama Rantarou', 'Kumo no Mukou, Yakusoku no Basho', 'Utawarerumono Specials', 'Princess Tutu']"
n-s244,Everything Will Be Fine,"['Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'JoJo no Kimyou na Bouken: Adventure', 'Lodoss-tou Senki', 'Jigoku Shoujo Mitsuganae']"
n-s245,Gunshot,"['Kenran Butou Sai: The Mars Daybreak', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Bouken Ou Beet', 'Seikai no Senki III', 'Usavich II']"
n-s246,Korean Cold Noodle Rhapsody,"['Kyou kara Ore wa!!', 'Gunslinger Girl', 'Kaibutsu Oujo', 'Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu', 'Naruto: Shippuuden']"
n-s247,Man in Love,"['Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Lodoss-tou Senki', 'Zone of the Enders: Dolores, I', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Hungry Heart: Wild Striker']"
n-s248,Sweet Girl,"['Blue Gender', 'Lodoss-tou Senki', 'JoJo no Kimyou na Bouken: Adventure', 'Dirty Pair', 'Mushrambo']"
n-s249,The Chair,"['Nanatsu no Umi no Tico', 'Chicchana Yukitsukai Sugar Specials', 'Medarot', 'Uchuu Kaizoku Captain Herlock', 'Busou Renkin']"
n-s250,The Loud House Movie,"['Kimi ga Nozomu Eien', 'Macross F', 'Chikyuu Bouei Kigyou Dai-Guard', 'Bakuten Shoot Beyblade G Revolution', 'Takarajima']"
n-s251,A Faraway Land,"['Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Digimon Adventure: Bokura no War Game!', 'Sekai Meisaku Douwa: Hakuchou no Mizuumi', 'Daicon Opening Animations', 'Urusei Yatsura']"
n-s252,Like Crazy,"['Heppoko Jikken Animation Excel♥Saga', 'Nanatsu no Umi no Tico', 'Kimi ga Nozomu Eien', 'Hayate no Gotoku!', 'Air Master']"
n-s253,Black Island,"['Chirin no Suzu', 'Taiho Shichau zo Special', 'Aria The Animation', 'Zoids Genesis', 'Loveless']"
n-s254,Bombay,"['Mobile Suit Gundam', 'Galaxy Angel 3', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Hayate no Gotoku!']"
n-s255,Go! Go! Cory Carson,"['Takarajima', 'Fushigi Yuugi OVA', 'Digimon Adventure', 'Mazinkaiser: Shitou! Ankoku Dai Shogun', 'Sousei no Aquarion']"
n-s256,Memories of a Murderer: The Nilsen Tapes,"['Aishiteruze Baby★★', 'Doraemon Movie 19: Nobita no Nankai Daibouken', 'Seikai no Senki III', 'Lupin III: Lupin Ansatsu Shirei', 'Versailles no Bara']"
